period,wrk2id,wrk1id,w1,w2,e1,e2,pubwage
20,32,30,1,1,1,1,1
20,27,35,1,3,1,3,1
20,23,24,1,1,1,0,1
20,37,21,1,2,0,2,1
20,22,26,2,0,2,0,1
21,32,30,2,0,3,0,1
21,22,24,1,1,2,0,1
21,23,26,1,3,0,2,1
21,37,38,1,2,0,2,1
21,28,35,1,2,1,0,1
21,27,21,2,0,0,0,1
22,22,30,2,0,3,0,1
22,27,26,1,1,2,1,1
22,32,21,1,3,0,1,1
22,28,24,1,2,1,0,1
22,23,35,1,1,1,0,1
22,37,38,0,0,0,0,1
23,23,26,2,0,3,0,1
23,32,35,1,1,1,1,1
23,28,21,2,2,0,0,1
23,22,30,0,2,1,2,1
23,37,38,1,1,0,1,1
23,27,24,0,0,0,0,1
24,32,35,1,1,1,1,1
24,23,30,1,1,1,0,1
24,28,24,1,2,0,0,1
24,22,21,1,2,0,1,1
24,27,26,1,2,1,2,1
24,37,38,0,0,0,0,1
25,37,21,1,1,0,1,1
25,22,30,1,1,1,1,1
25,32,26,0,0,0,0,1
25,28,35,1,1,1,0,1
25,27,24,1,2,1,2,1
25,23,38,0,4,0,0,1
26,28,35,2,1,1,0,0
26,22,30,1,2,1,0,0
26,37,26,0,2,0,2,0
26,27,38,1,2,0,2,0
26,32,21,1,3,0,1,0
26,23,24,0,0,0,0,0
27,32,24,1,0,1,0,0
27,27,26,1,2,2,2,0
27,22,35,0,2,0,0,0
27,23,30,1,1,1,0,0
27,37,38,1,3,0,3,0
27,28,21,0,0,0,0,0
28,28,26,2,0,2,0,0
28,22,35,1,2,1,0,0
28,37,24,0,2,0,2,0
28,27,38,1,2,0,2,0
28,23,30,1,2,1,0,0
28,32,21,0,0,0,0,0
29,32,21,1,0,0,0,0
29,22,38,1,2,0,0,0
29,23,26,0,2,0,0,0
29,37,30,1,2,1,2,0
29,28,35,1,0,1,0,0
29,27,24,0,0,0,0,0
30,23,24,1,0,0,0,0
30,27,30,1,0,1,0,0
30,32,35,0,2,0,0,0
30,28,21,1,2,0,0,0
30,22,26,1,0,2,0,0
30,37,38,0,0,0,0,0
1,2,13,2,2,3,3,0
1,18,4,0,0,0,0,0
1,11,14,1,2,1,3,0
1,17,16,2,1,1,0,0
1,3,1,1,2,1,3,0
1,10,15,1,3,1,1,0
2,10,4,2,2,0,1,0
2,2,14,0,0,0,3,0
2,17,15,1,2,3,1,0
2,3,13,1,3,1,3,0
2,11,1,1,1,2,2,0
2,18,16,1,2,0,3,0
3,17,16,1,3,0,1,0
3,10,1,0,1,0,1,0
3,2,13,0,1,0,2,0
3,3,14,2,2,2,0,0
3,18,15,1,2,2,3,0
3,11,4,0,2,0,3,0
4,18,14,2,2,2,2,0
4,3,16,0,1,0,1,0
4,10,4,1,1,0,2,0
4,17,13,1,3,1,2,0
4,11,1,1,2,2,3,0
4,2,15,1,2,0,3,0
5,3,4,2,2,0,1,0
5,10,16,0,1,0,1,0
5,18,13,1,1,0,0,0
5,2,14,1,3,1,3,0
5,17,1,1,2,1,0,0
5,11,15,0,3,3,3,0
6,3,13,0,4,0,3,0
6,11,15,0,1,0,3,0
6,10,4,1,2,0,2,0
6,2,14,1,3,1,2,0
6,17,16,1,1,1,0,0
6,18,1,2,2,3,2,0
7,2,15,0,4,0,3,0
7,10,14,0,1,0,1,0
7,17,13,0,2,0,0,0
7,18,4,0,4,0,3,0
7,11,1,1,2,1,3,0
7,3,16,1,3,1,0,0
8,3,15,2,2,2,2,0
8,2,16,0,1,0,2,0
8,18,13,0,2,0,2,0
8,17,1,1,3,2,2,0
8,11,14,1,1,1,2,0
8,10,4,1,2,0,2,0
9,17,1,2,2,3,0,0
9,2,15,1,1,1,2,0
9,3,13,0,2,0,0,0
9,18,4,1,2,0,1,0
9,11,16,1,1,1,2,0
9,10,14,0,2,0,1,0
10,18,1,2,2,1,2,0
10,10,16,1,1,1,1,0
10,3,14,1,1,1,1,0
10,2,4,1,3,0,3,0
10,11,15,1,1,1,1,0
10,17,13,1,3,1,2,0
11,17,16,1,3,1,2,1
11,18,15,1,1,1,0,1
11,11,4,1,1,0,2,1
11,10,13,2,2,2,2,1
11,3,14,1,2,1,1,1
11,2,1,1,2,1,3,1
12,17,1,1,3,2,1,1
12,18,14,1,1,1,0,1
12,3,4,0,1,0,1,1
12,11,13,2,2,2,3,1
12,2,16,1,1,0,0,1
12,10,15,1,3,1,2,1
13,2,13,1,3,0,2,1
13,18,16,1,1,0,0,1
13,10,1,0,2,0,2,1
13,17,15,2,2,3,0,1
13,11,14,0,2,0,3,1
13,3,4,1,2,0,1,1
14,2,1,2,2,2,1,1
14,18,13,1,1,1,0,1
14,17,4,1,1,0,0,1
14,11,14,1,3,1,3,1
14,3,16,1,2,1,1,1
14,10,15,1,2,0,2,1
15,11,1,1,2,1,2,1
15,2,13,1,1,1,0,1
15,17,16,2,2,2,0,1
15,10,14,1,3,1,2,1
15,3,15,0,2,0,1,1
15,18,4,0,3,0,3,1
16,17,14,1,2,1,0,1
16,11,1,0,1,0,1,1
16,18,4,0,1,0,0,1
16,2,13,1,3,0,2,1
16,3,15,1,0,3,2,1
16,10,16,1,2,1,2,1
17,2,13,3,0,3,0,1
17,18,15,0,1,0,0,1
17,17,1,1,1,1,0,1
17,11,4,2,2,0,3,1
17,10,14,0,0,0,0,1
17,3,16,1,3,1,2,1
18,11,15,0,3,0,3,1
18,17,4,0,1,0,0,1
18,3,16,0,0,0,0,1
18,18,13,1,3,1,3,1
18,2,14,1,0,1,0,1
18,10,1,1,2,1,2,1
19,2,14,0,3,0,2,1
19,17,13,1,1,1,0,1
19,10,16,1,1,0,1,1
19,11,15,1,3,2,3,1
19,18,4,1,1,0,0,1
19,3,1,1,2,1,1,1
20,11,14,1,2,1,3,1
20,17,16,1,1,0,0,1
20,18,4,1,1,0,0,1
20,2,15,1,3,1,2,1
20,10,1,0,1,0,0,1
20,3,13,1,2,1,1,1
21,10,4,1,2,0,0,1
21,18,13,0,0,0,0,1
21,17,1,0,1,0,0,1
21,2,16,1,3,1,2,1
21,11,14,1,0,1,0,1
21,3,15,1,2,1,0,1
22,18,15,0,3,1,3,1
22,3,1,0,0,0,0,1
22,17,16,1,1,0,0,1
22,11,4,1,3,0,3,1
22,10,14,1,0,1,0,1
22,2,13,1,2,1,1,1
23,2,16,1,2,1,1,1
23,11,4,0,0,0,0,1
23,10,13,0,0,0,1,1
23,17,1,1,2,1,0,1
23,18,15,1,2,1,2,1
23,3,14,1,0,2,1,1
24,2,14,2,2,2,1,1
24,3,15,0,0,0,0,1
24,10,13,0,0,0,0,1
24,18,4,1,3,0,3,1
24,17,16,1,3,1,2,1
24,11,1,1,1,1,2,1
25,10,15,1,2,1,1,1
25,3,16,0,0,0,0,1
25,2,13,0,0,0,0,1
25,11,4,1,3,0,3,1
25,17,1,2,1,2,2,1
25,18,14,1,1,1,0,1
26,11,13,0,3,0,3,0
26,3,1,0,1,0,0,0
26,17,4,0,1,0,1,0
26,18,15,0,3,0,3,0
26,2,14,0,2,0,1,0
26,10,16,1,2,1,1,0
27,2,15,2,0,3,0,0
27,3,16,0,0,0,0,0
27,11,1,1,2,1,2,0
27,18,14,1,3,1,3,0
27,17,13,1,2,1,2,0
27,10,4,1,2,0,1,0
28,2,14,0,3,1,2,0
28,17,13,0,0,0,2,0
28,18,4,1,2,0,2,0
28,10,16,1,3,1,2,0
28,3,1,1,1,1,0,0
28,11,15,1,1,1,1,0
29,10,4,2,2,0,1,0
29,18,15,0,1,0,0,0
29,3,1,1,1,1,0,0
29,2,14,2,2,2,1,0
29,11,16,1,2,1,2,0
29,17,13,1,2,1,3,0
30,2,1,0,2,0,1,0
30,3,16,0,1,0,0,0
30,18,13,1,1,1,0,0
30,11,4,1,3,0,0,0
30,10,14,2,2,2,1,0
30,17,15,1,2,1,3,0
